client,client_tier,team,task_type,seniority,task_complexity_score,brief_quality_score,deadline_pressure,scope_change_flag,pricing_model,created_at,delivered_at,sla_days,sla_breach,hours_spent,billable_hours,ai_usage_pct,ai_assisted,revisions,errors,rework_hours,outcome_score,revenue,cost,profit,updated_at,task_status,workflow_stage,legacy_ai_flag,content_version,rework_ratio,cost_ratio,efficiency,delivery_time,ai_complexity,error_rate,revisions_rate,ai_group,profit_margin,profit_per_hour,revenue_per_hour,is_loss,sla_ratio,outcome_norm,rework_norm,quality_index,sla_ratio_norm,speed_index,ai_usage_pct_sq
Client_A,low,design,ad,mid,3,5.0,low,0,value_based,2026-03-13,2026-03-16 00:00:00.000000,2.0,1,14.78,14.17,0.0,False,1,3,0.9,76.62,831.85,860.8,-28.94999999999993,2026-03-22,review,finalized,true,v1,0.05739795918367347,1.0348019474664902,0.9587280108254398,3,0.36,0.2029769959404601,0.06765899864682003,0-15%,-0.03480194746649026,-1.958728010825435,56.282138024357245,1,1.5,0.7430769230769231,0.05752985576022261,0.6855470673167005,0.3,0.7,0.0
Client_C,mid,seo,article,junior,3,2.0,low,1,hourly,2026-05-12,2026-05-19 00:00:00.000000,2.0,1,5.53,5.07,0.27,True,1,2,2.94,59.93,598.67,277.76,320.91,2026-05-16,delivered,briefing,true,v1,0.3471074380165289,0.46396178194998916,0.9168173598553345,7,0.81,0.3616636528028933,0.18083182640144665,15-30%,0.536038218050011,58.03074141048825,108.25858951175405,0,3.5,0.5596703296703297,0.3479050671207731,0.21176526254955658,0.7,0.30000000000000004,0.0729
Client_G,low,content,development,junior,1,4.0,medium,0,hourly,2025-07-18,2025-07-23 00:00:00.000000,7.0,0,6.01,4.9,0.54,True,2,0,1.66,79.92,459.38,235.72,223.66,2025-07-18,in_progress,execution,true,v2,0.21642764015645372,0.5131263877399974,0.8153078202995009,5,0.54,0.0,0.3327787021630616,50-75%,0.4868736122600026,37.214642262895175,76.43594009983362,0,0.7142857142857143,0.7793406593406593,0.2169249760410955,0.5624156832995638,0.14285714285714285,0.8571428571428572,0.2916
Client_D,mid,seo,development,senior,3,3.0,medium,0,fixed,2026-01-24,2026-01-31 00:00:00.000000,7.0,0,12.55,11.4,0.34,True,2,2,0.81,68.28,1255.54,882.97,372.57,2026-02-01,in_progress,execution,false,v1,0.06062874251497006,0.7032591554231645,0.9083665338645418,7,1.02,0.1593625498007968,0.1593625498007968,30-50%,0.29674084457683547,29.686852589641433,100.0430278884462,0,1.0,0.6514285714285715,0.06076806321019921,0.5906605082183722,0.2,0.8,0.11560000000000002
Client_Z,mid,seo,development,junior,2,2.0,high,0,hourly,2025-09-19,2025-09-23 00:00:00.000000,7.0,0,23.01,14.64,0.5,True,4,0,2.9,46.04,745.07,1272.55,-527.4799999999999,2025-09-22,review,client_review,true,v2,0.11192589733693555,1.707960325875421,0.636245110821382,4,1.0,0.0,0.1738374619730552,30-50%,-0.7079603258754209,-22.923946110386783,32.38026944806606,1,0.5714285714285714,0.40703296703296704,0.11218309537839712,0.29484987165456994,0.11428571428571428,0.8857142857142857,0.25
Client_E,high,media,report,mid,2,2.0,high,0,hourly,2025-12-04,2025-12-10 00:00:00.000000,5.0,1,30.92,21.01,0.25,True,1,0,2.89,69.41,2745.14,1439.98,1305.16,2025-12-04,review,briefing,true,v2,0.085477669328601,0.5245561246420948,0.6794954721862873,6,0.5,0.0,0.03234152652005175,15-30%,0.4754438753579053,42.21086675291074,88.78201811125484,0,1.2,0.6638461538461539,0.08567409115467611,0.5781720626914777,0.24,0.76,0.0625
Client_D,high,content,report,senior,4,5.0,medium,0,fixed,2026-01-14,2026-01-20 00:00:00.000000,3.0,1,7.75,4.5,0.0,False,4,1,0.69,79.16,1685.41,452.31,1233.1,2026-01-20,in_progress,qa,true,v3,0.08175355450236967,0.2683679342118535,0.5806451612903226,6,0.4,0.12903225806451613,0.5161290322580645,0-15%,0.7316320657881464,159.10967741935482,217.47225806451613,0,2.0,0.770989010989011,0.0819414185677989,0.689047592421212,0.4,0.6,0.0
Client_H,mid,content,design,junior,2,4.0,high,0,value_based,2025-10-05,2025-10-08 00:00:00.000000,10.0,0,6.37,4.82,0.25,True,4,1,1.54,78.58,1030.0,330.63,699.37,2025-10-06,blocked,execution,true,final,0.19469026548672566,0.321,0.7566718995290425,3,0.5,0.15698587127158556,0.6279434850863422,15-30%,0.679,109.79120879120879,161.69544740973313,0,0.3,0.7646153846153846,0.19513765037410413,0.5694777342412805,0.06,0.94,0.0625
Client_F,high,seo,ticket,junior,2,5.0,medium,0,fixed,2025-10-24,2025-10-31 00:00:00.000000,3.0,1,8.27,5.4,0.0,False,3,1,0.61,73.77,697.5,474.04,223.46,2025-10-28,draft,finalized,true,v1,0.0686936936936937,0.6796272401433692,0.6529625151148731,7,0.08,0.12091898428053205,0.36275695284159615,0-15%,0.32037275985663083,27.020556227327692,84.34099153567111,0,2.3333333333333335,0.7117582417582418,0.06885154709401617,0.6429066946642256,0.4666666666666667,0.5333333333333333,0.0
Client_D,high,seo,ticket,junior,1,5.0,high,0,fixed,2026-04-11,2026-04-15 00:00:00.000000,7.0,0,4.55,1.1,0.63,True,0,0,0.0,69.41,477.45,277.21,200.24,2026-04-11,in_progress,execution,false,v2,0.0,0.5806052989841868,0.2417582417582418,4,0.63,0.0,0.0,50-75%,0.4193947010158132,44.008791208791216,104.93406593406594,0,0.5714285714285714,0.6638461538461539,0.0,0.6638461538461539,0.11428571428571428,0.8857142857142857,0.39690000000000003
Client_D,mid,content,release,senior,2,4.0,medium,1,hourly,2026-01-11,2026-01-16 00:00:00.000000,3.0,1,12.97,3.0,0.16,True,2,1,1.07,74.14,299.67,888.6,-588.9300000000001,2026-01-14,review,finalized,false,v2,0.07621082621082621,2.9652617879667633,0.2313030069390902,5,0.32,0.07710100231303006,0.15420200462606012,15-30%,-1.9652617879667635,-45.4070932922128,23.104857363145722,1,1.6666666666666667,0.7158241758241758,0.07638595346650133,0.6394382223576744,0.33333333333333337,0.6666666666666666,0.0256
Client_B,high,design,ad,mid,2,1.0,low,0,value_based,2025-11-02,2025-11-06 00:00:00.000000,7.0,0,5.76,4.79,0.88,True,2,0,2.05,62.63,1124.7,358.62,766.08,2025-11-05,delivered,briefing,false,v2,0.26248399487836105,0.31885836222992797,0.8315972222222222,4,1.76,0.0,0.3472222222222222,75-100%,0.681141637770072,133.0,195.26041666666669,0,0.5714285714285714,0.5893406593406594,0.26308716510977315,0.32625349423088623,0.11428571428571428,0.8857142857142857,0.7744
Client_B,mid,content,article,mid,2,4.0,high,0,fixed,2025-07-08,2025-07-12 00:00:00.000000,7.0,0,20.37,9.42,0.2,True,4,0,0.0,78.72,834.26,881.65,-47.38999999999999,2025-07-17,in_progress,briefing,true,v2,0.0,1.0568048330256754,0.4624447717231222,4,0.4,0.0,0.19636720667648502,15-30%,-0.05680483302567544,-2.326460481099656,40.955326460481096,1,0.5714285714285714,0.7661538461538462,0.0,0.7661538461538462,0.11428571428571428,0.8857142857142857,0.04000000000000001
Client_G,low,media,ticket,mid,3,3.0,medium,0,fixed,2026-05-17,2026-05-19 00:00:00.000000,2.0,0,8.67,4.87,0.25,True,6,0,0.88,66.24,180.3,418.18,-237.88,2026-05-19,archived,client_review,false,v1,0.09214659685863874,2.3193566278424846,0.5617070357554786,2,0.75,0.0,0.6920415224913495,15-30%,-1.3193566278424846,-27.437139561707035,20.795847750865054,1,1.0,0.629010989010989,0.0923583434231362,0.5366526455878528,0.2,0.8,0.0625
Client_F,high,media,article,junior,4,5.0,high,0,fixed,2025-10-22,2025-10-24 00:00:00.000000,5.0,0,8.72,6.27,0.61,True,8,2,1.38,65.8,1647.17,317.81,1329.36,2025-10-26,delivered,finalized,true,v1,0.13663366336633662,0.19294304777284677,0.7190366972477064,2,2.44,0.2293577981651376,0.9174311926605504,50-75%,0.8070569522271531,152.44954128440364,188.89564220183485,0,0.4,0.6241758241758242,0.13694763816083616,0.487228186014988,0.08,0.92,0.3721
Client_H,mid,seo,ticket,mid,3,3.0,medium,0,fixed,2025-11-17,2025-11-21 00:00:00.000000,5.0,0,5.79,1.82,0.38,True,1,3,2.15,82.88,655.02,2930.2272945112363,-2275.2072945112363,2025-11-22,delivered,client_review,true,v3,0.2707808564231738,4.473492862067168,0.3143350604490501,4,1.1400000000000001,0.5181347150259067,0.17271157167530224,30-50%,-3.473492862067168,-392.9546277221479,113.12953367875647,1,0.8,0.8118681318681318,0.27140309227380693,0.5404650395943249,0.16,0.84,0.1444
Client_D,high,content,article,junior,3,4.0,medium,0,value_based,2025-08-17,2025-08-24 00:00:00.000000,2.0,1,4.21,2.68,0.44,True,4,0,0.0,63.44,1448.48,189.83,1258.65,2025-08-19,in_progress,client_review,false,v2,0.0,0.13105462277698002,0.6365795724465558,7,1.32,0.0,0.9501187648456058,30-50%,0.86894537722302,298.96674584323046,344.0570071258907,0,3.5,0.5982417582417582,0.0,0.5982417582417582,0.7,0.30000000000000004,0.1936
Client_A,low,seo,ad,mid,2,2.0,medium,0,fixed,2025-12-16,2025-12-20 00:00:00.000000,5.0,0,8.51,4.01,0.21,True,1,1,0.0,90.9,557.14,675.23,-118.09000000000005,2025-12-23,in_progress,briefing,true,v3,0.0,1.2119574972179346,0.4712103407755582,4,0.42,0.11750881316098707,0.11750881316098707,15-30%,-0.21195749721793453,-13.876615746180969,65.46886016451234,1,0.8,0.9,0.0,0.9,0.16,0.84,0.04409999999999999
Client_B,mid,content,development,junior,1,2.0,medium,0,fixed,2026-02-19,2026-02-26 00:00:00.000000,10.0,0,16.82,12.94,0.34,True,0,1,1.02,53.62,983.45,618.27,365.18000000000006,2026-02-26,review,briefing,unknown,v1,0.05717488789237668,0.6286745640347755,0.7693222354340071,7,0.34,0.059453032104637336,0.0,30-50%,0.3713254359652245,21.711058263971466,58.46908442330559,0,0.7,0.4903296703296703,0.05730627186638616,0.43302339846328414,0.13999999999999999,0.86,0.11560000000000002
Client_G,low,design,release,mid,1,5.0,medium,0,fixed,2026-05-08,2026-05-10 00:00:00.000000,2.0,0,11.48,6.58,0.34,True,4,2,1.2,60.32,734.72,573.31,161.41000000000008,2026-05-16,delivered,briefing,true,v1,0.0946372239747634,0.7803108667247386,0.573170731707317,2,0.34,0.17421602787456444,0.3484320557491289,30-50%,0.21968913327526143,14.060104529616732,64.0,0,1.0,0.5639560439560439,0.09485469382968353,0.4691013501263604,0.2,0.8,0.11560000000000002
Client_E,low,content,development,junior,4,5.0,high,0,fixed,2025-12-05,2025-12-09 00:00:00.000000,5.0,0,17.74,10.56,0.43,True,1,2,3.79,59.59,1689.93,610.97,1078.96,2025-12-11,draft,qa,true,v2,0.17603344170924293,0.36153568491002586,0.5952649379932357,4,1.72,0.11273957158962797,0.056369785794813984,30-50%,0.6384643150899741,60.8207440811725,95.26099210823,0,0.8,0.555934065934066,0.17643795449418906,0.37949611143987694,0.16,0.84,0.18489999999999998
Client_F,mid,design,ticket,mid,4,1.0,high,0,hourly,2025-07-01,2025-07-04 00:00:00.000000,5.0,0,15.29,11.81,0.53,True,6,1,0.0,63.14,1052.17,724.67,327.5000000000001,2025-07-09,in_progress,finalized,unknown,v2,0.0,0.6887385118374406,0.7724002616088947,3,2.12,0.06540222367560497,0.3924133420536298,50-75%,0.3112614881625594,21.419228253760636,68.81425768476129,0,0.6,0.5949450549450549,0.0,0.5949450549450549,0.12,0.88,0.28090000000000004
Client_G,high,seo,article,junior,1,1.0,medium,0,fixed,2026-03-05,2026-03-13 00:00:00.000000,10.0,0,16.25,10.53,0.25,True,2,2,1.92,65.47,639.41,754.57,-115.16000000000008,2026-03-12,in_progress,finalized,false,v4,0.10566868464501925,1.1801035329444334,0.6479999999999999,8,0.25,0.12307692307692308,0.12307692307692308,15-30%,-0.1801035329444333,-7.086769230769236,39.34830769230769,1,0.8,0.6205494505494505,0.10591150404054042,0.5146379465089101,0.16,0.84,0.0625
Client_C,low,seo,article,junior,3,3.0,low,0,hourly,2026-01-16,2026-01-18 00:00:00.000000,5.0,0,13.91,7.72,0.85,True,1,1,1.82,55.95,850.68,695.98,154.69999999999993,2026-01-24,in_progress,client_review,true,v4,0.11570247933884298,0.8181454836131096,0.5549964054636951,2,2.55,0.07189072609633357,0.07189072609633357,75-100%,0.18185451638689043,11.1214953271028,61.15600287562904,0,0.4,0.515934065934066,0.1159683557069244,0.39996571022714156,0.08,0.92,0.7224999999999999
Client_G,high,media,design,mid,5,4.0,low,0,value_based,2025-12-24,2025-12-24 00:00:00.000000,10.0,0,15.75,13.16,0.65,True,1,2,1.98,59.52,2118.27,1241.52,876.75,2025-12-24,in_progress,finalized,true,final,0.1116751269035533,0.5861009219787846,0.8355555555555556,0,3.25,0.12698412698412698,0.06349206349206349,50-75%,0.41389907802121545,55.666666666666664,134.49333333333334,0,0.0,0.5551648351648352,0.11193174869174502,0.4432330864730901,0.0,1.0,0.42250000000000004
Client_F,low,media,ad,junior,4,3.0,medium,0,hourly,2025-11-26,2025-11-29 00:00:00.000000,3.0,0,18.48,14.39,0.0,False,4,2,0.99,61.54,1444.99,801.76,643.23,2025-12-01,in_progress,briefing,true,v3,0.05084745762711865,0.5548550509000062,0.7786796536796536,3,0.2,0.10822510822510822,0.21645021645021645,0-15%,0.4451449490999938,34.80681818181818,78.19209956709956,0,1.0,0.5773626373626374,0.050964301600016415,0.526398335762621,0.2,0.8,0.0
Client_B,mid,seo,development,senior,1,1.0,low,0,fixed,2026-05-02,2026-05-06 00:00:00.000000,10.0,0,7.77,6.2,0.27,True,1,1,0.0,73.83,796.69,442.53,354.1600000000001,2026-05-05,in_progress,briefing,false,v1,0.0,0.5554607187237193,0.797940797940798,4,0.27,0.1287001287001287,0.1287001287001287,15-30%,0.4445392812762807,45.5804375804376,102.53410553410555,0,0.4,0.7124175824175824,0.0,0.7124175824175824,0.08,0.92,0.0729
Client_E,high,content,report,junior,2,5.0,medium,0,fixed,2025-09-06,2025-09-12 00:00:00.000000,5.0,1,14.69,8.24,0.45,True,3,1,1.55,91.6,1160.31,669.78,490.53,2025-09-08,blocked,client_review,true,v3,0.09544334975369459,0.5772422886987099,0.560925799863853,6,0.9,0.06807351940095303,0.2042205582028591,30-50%,0.4227577113012902,33.392103471749486,78.9863852961198,0,1.2,0.9076923076923076,0.09566267203040849,0.8120296356618991,0.24,0.76,0.2025
Client_D,mid,media,ad,mid,1,2.0,medium,0,value_based,2025-07-02,2025-07-04 00:00:00.000000,3.0,0,4.0,3.95,0.37,True,4,1,2.32,69.41,833.92,279.05,554.8699999999999,2025-07-10,in_progress,execution,true,final,0.36708860759493667,0.3346244244052188,0.9875,2,0.37,0.25,1.0,30-50%,0.6653755755947812,138.71749999999997,208.48,0,0.6666666666666666,0.6638461538461539,0.3679321520575024,0.29591400178865146,0.13333333333333333,0.8666666666666667,0.1369
Client_A,low,design,report,mid,1,3.0,medium,0,hourly,2025-08-24,2025-08-27 00:00:00.000000,2.0,1,5.25,3.2,0.66,True,3,0,0.9,92.44,296.37,226.24,70.13,2025-08-25,blocked,briefing,true,v1,0.14634146341463414,0.7633701116847185,0.6095238095238096,3,0.66,0.0,0.5714285714285714,50-75%,0.23662988831528156,13.358095238095236,56.45142857142857,0,1.5,0.916923076923077,0.14667774606833991,0.770245330854737,0.3,0.7,0.43560000000000004
Client_B,high,design,report,junior,2,3.0,high,0,hourly,2025-08-17,2025-08-19 00:00:00.000000,7.0,0,13.05,10.57,0.5,True,4,2,2.24,49.78,869.59,659.3,210.29000000000008,2025-08-19,archived,briefing,false,v2,0.14650098103335513,0.7581733920583262,0.8099616858237547,2,1.0,0.1532567049808429,0.3065134099616858,30-50%,0.24182660794167374,16.114176245210732,66.63524904214559,0,0.2857142857142857,0.44813186813186817,0.1468376302476165,0.3012942378842517,0.05714285714285714,0.9428571428571428,0.25
Client_H,mid,media,release,junior,2,3.0,high,0,hourly,2026-01-11,2026-01-17 00:00:00.000000,5.0,1,10.02,5.99,0.38,True,1,2,2.44,67.55,743.37,365.07,378.3,2026-01-13,archived,briefing,false,v4,0.19582664526484753,0.49110133580854753,0.5978043912175649,6,0.76,0.1996007984031936,0.0998003992015968,30-50%,0.5088986641914525,37.75449101796408,74.18862275449102,0,1.2,0.6434065934065933,0.1962766414750766,0.4471299519315167,0.24,0.76,0.1444
Client_H,high,design,ad,senior,2,3.0,medium,1,fixed,2026-01-07,2026-01-12 00:00:00.000000,7.0,0,7.08,5.67,0.0,False,8,1,4.06,75.13,902.57,414.02,488.55000000000007,2026-01-14,review,finalized,true,v1,0.36445242369838415,0.4587123436409364,0.8008474576271186,5,0.06,0.14124293785310735,1.1299435028248588,0-15%,0.5412876563590636,69.0042372881356,127.4816384180791,0,0.7142857142857143,0.7267032967032967,0.36528991039102127,0.36141338631227543,0.14285714285714285,0.8571428571428572,0.0
Client_C,high,seo,development,mid,3,3.0,high,1,hourly,2026-01-23,2026-01-30 00:00:00.000000,3.0,1,21.54,17.27,0.59,True,1,2,3.21,65.76,1670.62,979.65,690.9699999999999,2026-01-30,in_progress,execution,true,v2,0.1296969696969697,0.5863990614262968,0.8017641597028784,7,1.77,0.09285051067780874,0.04642525533890437,50-75%,0.41360093857370317,32.07845868152275,77.5589600742804,0,2.3333333333333335,0.6237362637362638,0.12999500444480955,0.49374125929145424,0.4666666666666667,0.5333333333333333,0.34809999999999997
Client_E,mid,design,development,mid,2,3.0,low,0,hourly,2026-01-24,2026-01-26 00:00:00.000000,5.0,0,15.4,9.41,0.52,True,3,0,0.0,74.66,897.05,1032.87,-135.81999999999994,2026-02-02,in_progress,finalized,false,v1,0.0,1.1514073908923694,0.611038961038961,2,1.04,0.0,0.19480519480519481,50-75%,-0.15140739089236938,-8.819480519480516,58.24999999999999,1,0.4,0.7215384615384615,0.0,0.7215384615384615,0.08,0.92,0.27040000000000003
Client_E,high,design,design,mid,3,2.0,low,0,value_based,2025-10-17,2025-10-23 00:00:00.000000,5.0,1,15.83,15.83,0.0,False,3,1,1.8,77.98,872.23,1198.71,-326.48,2025-10-25,in_progress,briefing,false,v3,0.10209869540555871,1.3743049425036975,1.0,6,0.27,0.06317119393556538,0.18951358180669614,0-15%,-0.37430494250369745,-20.62413139608339,55.09981048641819,1,1.2,0.758021978021978,0.10233331121046972,0.6556886668115083,0.24,0.76,0.0
Client_B,low,design,report,mid,1,3.0,high,0,value_based,2026-01-30,2026-02-04 00:00:00.000000,5.0,0,6.36,5.55,0.68,True,5,1,2.95,75.9,747.7,498.88,248.82000000000005,2026-02-06,blocked,finalized,true,final,0.31686358754027927,0.6672194730506887,0.8726415094339622,5,0.68,0.15723270440251572,0.7861635220125786,50-75%,0.33278052694931126,39.12264150943397,117.562893081761,0,1.0,0.7351648351648352,0.31759171834883126,0.41757311681600395,0.2,0.8,0.4624000000000001
Client_E,mid,design,release,mid,1,4.0,low,0,hourly,2026-04-29,2026-05-03 00:00:00.000000,7.0,0,18.79,10.0,0.0,False,2,0,0.66,76.44,1197.0,1073.25,123.75,2026-04-30,blocked,finalized,false,v4,0.03393316195372751,0.8966165413533834,0.532197977647685,4,0.08,0.0,0.106439595529537,0-15%,0.10338345864661654,6.585949973390101,63.70409792442789,0,0.5714285714285714,0.7410989010989011,0.03401113803435543,0.7070877630645457,0.11428571428571428,0.8857142857142857,0.0
Client_H,mid,media,design,senior,2,4.0,medium,0,fixed,2025-10-18,2025-10-24 00:00:00.000000,2.0,1,7.41,5.05,0.0,False,2,2,2.4,64.79,777.36,665.08,112.27999999999996,2025-10-25,in_progress,briefing,false,final,0.24464831804281342,0.8555624163836576,0.6815114709851552,6,0.04,0.2699055330634278,0.2699055330634278,0-15%,0.14443758361634243,15.152496626180831,104.90688259109312,0,3.0,0.6130769230769232,0.24521050311119005,0.3678664199657331,0.6,0.4,0.0
Client_C,mid,design,release,mid,3,2.0,low,0,hourly,2026-01-21,2026-01-28 00:00:00.000000,3.0,1,23.81,13.54,0.24,True,3,3,3.37,51.29,516.77,1757.82,-1241.05,2026-01-24,archived,execution,true,v2,0.12398822663723326,3.401551947674981,0.5686686266274674,7,0.72,0.12599748005039899,0.12599748005039899,15-30%,-2.401551947674981,-52.123057538849224,21.703905921881564,1,2.3333333333333335,0.4647252747252747,0.12427314308475917,0.3404521316405155,0.4666666666666667,0.5333333333333333,0.0576
Client_B,low,seo,report,mid,3,4.0,low,0,hourly,2026-01-23,2026-01-31 00:00:00.000000,3.0,1,9.82,7.52,0.17,True,4,0,1.5,78.51,567.19,771.64,-204.44999999999996,2026-01-24,archived,qa,true,v2,0.13250883392226148,1.3604612211075653,0.7657841140529531,8,0.51,0.0,0.40733197556008144,15-30%,-0.3604612211075653,-20.81975560081466,57.758655804480654,1,2.6666666666666665,0.763846153846154,0.13281333014138552,0.6310328237047684,0.5333333333333333,0.4666666666666667,0.028900000000000006
Client_C,mid,content,report,mid,2,2.0,medium,0,hourly,2026-01-30,2026-02-05 00:00:00.000000,7.0,0,9.09,7.54,0.0,False,3,2,1.79,64.12,898.07,454.0,444.0700000000001,2026-01-30,delivered,qa,unknown,v1,0.16452205882352944,0.5055285222755465,0.8294829482948295,6,0.12,0.22002200220022003,0.33003300330033003,0-15%,0.49447147772445366,48.85258525852586,98.79757975797581,0,0.8571428571428571,0.6057142857142858,0.16490011923951392,0.44081416647477184,0.17142857142857143,0.8285714285714285,0.0
